Sr_No,Case_No,Case_Title,Case_Subject,Author_Judge,Upload_Date,Judgment_Date,Citations,SC_Citations,PDF_URL,Filename,Download_Status,Timestamp
1480,C.A.231/2020,"Deputy Director, Finance & Administration FATA through Additional Chief Secretary, FATA Peshawar & others v. Dr. Lal Marjan & another",Service/Regularization of Service,Mr. Justice Ijaz Ul Ahsan,07-02-2022,28-01-2022,2022 SCMR 566,2022 SCP 59,https://www.supremecourt.gov.pk/downloads_judgements/c.a._231_2020.pdf,C.A.231_2020.pdf,Success,2025-10-05T14:26:32.459810
1481,C.A.10-K/2019,Sindh Irrigation & Drainage Authority thr. its Managing Director v. Govt. of Sindh thr. Secy:Irrigation Department and others,Service/Others,Mr. Justice Ijaz Ul Ahsan,07-02-2022,24-03-2021,2022 SCMR 595,2022 SCP 58,https://www.supremecourt.gov.pk/downloads_judgements/c.a._10_k_2019.pdf,C.A.10-K_2019.pdf,Success,2025-10-05T14:26:33.892805
1482,J.P.516/2018,Muhammad Iqbal v. The State,Miscellaneous,Mr. Justice Amin-Ud-Din Khan,07-02-2022,15-12-2021,PLD 2022 SC 378,2022 SCP 57,https://www.supremecourt.gov.pk/downloads_judgements/j.p._516_2018_detailed.pdf,J.P.516_2018.pdf,Success,2025-10-05T14:26:35.064687
1483,C.A.219/2015,Abdul Aziz v. Abdul Hameed (decd) thr. his LRs,Benami Transactions/.,Mr. Justice Amin-Ud-Din Khan,07-02-2022,18-12-2021,2022 SCMR 842,2022 SCP 56,https://www.supremecourt.gov.pk/downloads_judgements/c.a._219_2015.pdf,C.A.219_2015.pdf,Success,2025-10-05T14:26:37.033867
1484,C.P.L.A.2338-L/2017,"Province of Punjab, District Officer (Revenue), District Sheikhupura, etc v. Javed Akbar, etc",Suit for Declaration/.,Mr. Justice Ijaz Ul Ahsan,07-02-2022,19-11-2021,2022   SCMR  759,2022 SCP 55,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2338_l_2017.pdf,C.P.L.A.2338-L_2017.pdf,Success,2025-10-05T14:26:38.315478
1485,C.P.L.A.287-P/2016,"Government of Khyber Pakhtunkhwa through Secretary Home, Peshawar and others v. Wali Khan",Writ Petition/.,Mr. Justice Ijaz Ul Ahsan,07-02-2022,15-12-2021,PLD 2022 SC 253,2022 SCP 54,https://www.supremecourt.gov.pk/downloads_judgements/c.p._287_p_2016.pdf,C.P.L.A.287-P_2016.pdf,Success,2025-10-05T14:26:39.640673
1486,C.A.756/2021,"Divisional Accounts Officer, Pakistan Railways, Rawalpindi v. Muhammad Yasin (decd.) thr. LRs. & another",Service/Allowances,Mr. Justice Ijaz Ul Ahsan,07-02-2022,23-12-2021,2022 SCMR 815,2022 SCP 53,https://www.supremecourt.gov.pk/downloads_judgements/c.a._756_2021.pdf,C.A.756_2021.pdf,Success,2025-10-05T14:26:41.097131
1487,C.A.749/2021,"Pakistan Electric Power Company (PEPCO), WAPDA, Lahore thr. its Managing Director v. Syed Salahuddin and others",Service/Promotion,Mr. Justice Ijaz Ul Ahsan,07-02-2022,21-12-2021,2022 SCMR 991,2022 SCP 52,https://www.supremecourt.gov.pk/downloads_judgements/c.a._749_2021.pdf,C.A.749_2021.pdf,Success,2025-10-05T14:26:42.384984
1488,C.M.A.4821/2018,"Human Rights Commission of Pakistan, through Chairperson, Dr. Mehdi Hasan and others v. Federation of Pakistan through Ministry of Education and others",Miscellaneous,Mr. Justice Gulzar Ahmed,07-02-2022,14-01-2022,2022 SCMR 643,2022 SCP 51,https://www.supremecourt.gov.pk/downloads_judgements/c.m.a._4821_2018_14012022.pdf,C.M.A.4821_2018.pdf,Success,2025-10-05T14:26:43.574232
1489,C.A.803/2016,"Muhammad Shabbir v. Quaid-e-Azam University, thr. its Vice Chancellor, Islamabad & others",Labour Cases/Others,Mr. Justice Gulzar Ahmed,07-02-2022,20-01-2022,2022 SCMR 487,2022 SCP 50,https://www.supremecourt.gov.pk/downloads_judgements/c.a._803_2016.pdf,C.A.803_2016.pdf,Success,2025-10-05T14:26:45.426682
1490,Crl.P.L.A.852/2021,Chaudhary Nadeem Sultan v. The State thr. P.G. Punjab and another,Bail After Arrest,Mr. Justice Sayyed Mazahar Ali Akbar Naqvi,07-02-2022,12-11-2021,2022   SCMR  663,2022 SCP 49,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._852_2021.pdf,Crl.P.L.A.852_2021.pdf,Success,2025-10-05T14:26:46.559375
1491,C.A.1798/2016,Chaudhry Riaz Ahmed v. Munir Sultan Malik,Pre-emption Cases/.,Mr. Justice Amin-Ud-Din Khan,07-02-2022,12-11-2021,2022   SCMR  667,2022 SCP 48,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1798_2016.pdf,C.A.1798_2016.pdf,Success,2025-10-05T14:26:47.805542
1492,C.P.L.A.2063/2020,"M/s Mardan Ways CNG Station, Nowshera, Mardan thr. its Managing Partner namely Syed Akbar Ali Shah v. General Manager SNGPL, Phase-V, Peshawar and others",Suit for Declaration/Permanent Injunction,Mr. Justice Amin-Ud-Din Khan,07-02-2022,22-11-2021,2022 SCMR 584,2022 SCP 47,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2063_2020.pdf,C.P.L.A.2063_2020.pdf,Success,2025-10-05T14:26:49.457251
1493,C.A.1421/2015,Pir Fazal Rabbani & others v. Ghulam Akbar & others,Suit for Declaration/Others,Mr. Justice Amin-Ud-Din Khan,07-02-2022,30-11-2021,2022   SCMR  703,2022 SCP 46,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1421_2015.pdf,C.A.1421_2015.pdf,Success,2025-10-05T14:26:50.623623
1494,C.A.607/2021,Saqib Ali Khokhar v. Inayatullah Lohar and others,Service/Promotion,Mr. Justice Ijaz Ul Ahsan,07-02-2022,08-11-2021,2022 SCMR 374,2022 SCP 45,https://www.supremecourt.gov.pk/downloads_judgements/c.a._607_2021.pdf,C.A.607_2021.pdf,Success,2025-10-05T14:26:51.812964
1495,C.A.550/2020,"Secretary Finance, Finance Division, Islamabad v. Muhammad Farooq Khan & others",Service/.,Mr. Justice Gulzar Ahmed,07-02-2022,14-12-2021,2022 SCMR 381,2022 SCP 44,https://www.supremecourt.gov.pk/downloads_judgements/c.a._550_2020.pdf,C.A.550_2020.pdf,Success,2025-10-05T14:26:53.379092
1496,Crl.P.L.A.577/2021,Mst. Lubna Bibi v. Azhar Javed Abbasi and another,Cancellation of Bail,Mr. Justice Sayyed Mazahar Ali Akbar Naqvi,07-02-2022,11-11-2021,2022 SCMR 946,2022 SCP 43,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._577_2021.pdf,Crl.P.L.A.577_2021.pdf,Success,2025-10-05T14:26:54.453195
1497,C.P.L.A.1840/2016,"World Health Organization (WHO), Islamabad v. Muhammad Ansar Iqbal",Suit for recovery/.,Mr. Justice Amin-Ud-Din Khan,07-02-2022,15-12-2021,2022   SCMR  752,2022 SCP 42,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1840_2016.pdf,C.P.L.A.1840_2016.pdf,Success,2025-10-05T14:26:55.389470
1498,C.A.822/2014,Mst. Kalsoom Bibi (decd.) thr. LRs. & others v. Muhammad Amin Agha (decd.) hr. LRs. & others,Suit for Possession/.,Mr. Justice Amin-Ud-Din Khan,07-02-2022,13-10-2021,2022 SCMR 929,2022 SCP 41,https://www.supremecourt.gov.pk/downloads_judgements/c.a._822_2014.pdf,C.A.822_2014.pdf,Success,2025-10-05T14:26:56.461908
1499,C.A.835/2021,"Government of Khyber Pakhtunkhwa through Secretary Health Civil Secretariat, Peshawar and others v. Dr. Liaqat Ali and others",Service/Compulsory Retirement,Mr. Justice Gulzar Ahmed,07-02-2022,06-01-2022,2022 SCMR 673,2022 SCP 40,https://www.supremecourt.gov.pk/downloads_judgements/c.a._835_2021.pdf,C.A.835_2021.pdf,Success,2025-10-05T14:26:57.562689
1500,C.P.L.A.1165/2021,"President, Zarai Taraqiati Bank Ltd, Islamabad and others v. Agha Hassan Khursheed",Service/.,Mr. Justice Gulzar Ahmed,07-02-2022,03-01-2022,2022 SCMR 710,2022 SCP 39,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1165_2021.pdf,C.P.L.A.1165_2021.pdf,Success,2025-10-05T14:26:58.724399
1501,C.A.799/2021,"Syed Arshad Ali v. Secretary M/o Housing & Works, Islamabad & others",Service/Seniority,Mr. Justice Gulzar Ahmed,07-02-2022,22-12-2021,2022 SCMR 729,2022 SCP 38,https://www.supremecourt.gov.pk/downloads_judgements/c.a._799_2021.pdf,C.A.799_2021.pdf,Success,2025-10-05T14:26:59.893704
1502,C.P.L.A.4740/2017,"Mian Hikmatullah Jan v. Chairman and Members of Selection Board Constituted for Selection and Interview for the Post of AD&SJ, Peshawar & another",Writ Petition/Others,Mr. Justice Gulzar Ahmed,07-02-2022,22-12-2021,2022 SCMR 687,2022 SCP 37,https://www.supremecourt.gov.pk/downloads_judgements/c.p._4740_2017.pdf,C.P.L.A.4740_2017.pdf,Success,2025-10-05T14:27:00.877085
1503,C.A.1167/2020,"Abdul Sattar Jatoi v. Chief Minister Sindh, thr. Principal Secretary, Chief Minister Secretariat, Karachi and others",Service/Reduction to lower pay scale,Mr. Justice Gulzar Ahmed,07-02-2022,10-01-2022,2022 SCMR 550,2022 SCP 36,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1167_2020.pdf,C.A.1167_2020.pdf,Success,2025-10-05T14:27:02.284975
1504,C.R.P.296/2020,Justice Qazi Faez Isa v. The President of Pakistan & others,U/A 184(3),(1) Mr. Justice Umar Ata Bandial (2) Mr. Justice Sajjad Ali Shah (3) Mr. Justice Munib Akhtar (4) Mr. Justice Qazi Muhammad Amin Ahmed,04-02-2022,26-04-2021,PLD 2022 SC 119,2022 SCP 35,https://www.supremecourt.gov.pk/downloads_judgements/c.r.p._296_2020_04022022.pdf,C.R.P.296_2020.pdf,Success,2025-10-05T14:27:03.569078
1505,C.A.202/2021,"Muhammad Amjad v. The Director General, QDA Quetta and another",Writ Petition/Service,Mr. Justice Muhammad Ali Mazhar,03-02-2022,27-01-2022,2022 SCMR 797,2022 SCP 34,https://www.supremecourt.gov.pk/downloads_judgements/c.a._202_2021.pdf,C.A.202_2021.pdf,Success,2025-10-05T14:27:04.339912
1506,Crl.P.L.A.167-P/2021,"Abdur Rehman v. The State through A.G, Khyber Pakhtunkhwa and another",Bail After Arrest,Mr. Justice Qazi Muhammad Amin Ahmed,31-01-2022,09-12-2021,2022 SCMR 526,2022 SCP 33,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._167_p_2021.pdf,Crl.P.L.A.167-P_2021.pdf,Success,2025-10-05T14:27:05.076750
1507,C.R.P.296/2020,Justice Qazi Faez Isa v. The President of Pakistan & others,U/A 184(3),Mr. Justice Yahya Afridi,29-01-2022,26-04-2021,PLD 2022 SC 119,2022 SCP 32,https://www.supremecourt.gov.pk/downloads_judgements/c.r.p._296_2020_hj10.pdf,C.R.P.296_2020.pdf,Already exists,2025-10-05T14:27:05.379386
1508,C.R.P.296/2020,Justice Qazi Faez Isa v. The President of Pakistan & others,U/A 184(3),(1) Mr. Justice Maqbool Baqar (2) Mr. Justice Mazhar Alam Khan Miankhel (3) Mr. Justice Syed Mansoor Ali Shah (4) Mr. Justice Amin-Ud-Din Khan,29-01-2022,26-04-2021,PLD 2022 SC 119,2022 SCP 31,https://www.supremecourt.gov.pk/downloads_judgements/c.r.p._296_2020_29012022.pdf,C.R.P.296_2020.pdf,Already exists,2025-10-05T14:27:05.680433
1509,C.A.759/2020,"Government of Khyber Pakhtunkhwa through Chief Secretary, Peshawar and others v. Intizar Ali and others",Service/Against Reinstatment into Service,Mr. Justice Sayyed Mazahar Ali Akbar Naqvi,29-01-2022,28-01-2022,2022 SCMR 472,2022 SCP 30,https://www.supremecourt.gov.pk/downloads_judgements/c.a._759_2020.pdf,C.A.759_2020.pdf,Success,2025-10-05T14:27:06.815078
1510,C.A.446/2021,"Bahsir Ahmed Badini v. Hon'ble Chairman & Member of Administration Committee and Promotion Committee of the Hon'ble High Court of Balochistan, Quetta & others",Judicial Service/Promotion,Mr. Justice Muhammad Ali Mazhar,28-01-2022,28-01-2022,2022 SCMR 448,2022 SCP 29,https://www.supremecourt.gov.pk/downloads_judgements/c.a._446_2021.pdf,C.A.446_2021.pdf,Success,2025-10-05T14:27:07.713195
1511,C.M.A.11338/2021,"Azmat Towellers (Pvt) Limited, Multan v. Khalid Anwer and others",Restoration/Application,Mr. Justice Syed Mansoor Ali Shah,27-01-2022,17-12-2021,PLD 2022 SC 370,2022 SCP 28,https://www.supremecourt.gov.pk/downloads_judgements/c.m.a._11338_2021.pdf,C.M.A.11338_2021.pdf,Success,2025-10-05T14:27:08.465484
1512,Crl.P.L.A.1384/2021,Abdul Saboor v. The State thr. A.A.G. Khyber Pakhtunkhwa and another,Bail After Arrest,Mr. Justice Sayyed Mazahar Ali Akbar Naqvi,27-01-2022,25-01-2022,2022 SCMR 592,2022 SCP 27,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1384_2021.pdf,Crl.P.L.A.1384_2021.pdf,Success,2025-10-05T14:27:09.164758
1513,Crl.P.L.A.172-P/2021,"Gul Nawab v. The State through A.G, Khyber Pakhtunkhwa and another",Bail After Arrest,Mr. Justice Sayyed Mazahar Ali Akbar Naqvi,27-01-2022,25-01-2022,2022 SCMR 547,2022 SCP 26,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._172_p_2021.pdf,Crl.P.L.A.172-P_2021.pdf,Success,2025-10-05T14:27:09.915555
1514,Crl.P.L.A.1124-L/2015,"Raza v. The State, etc",Life Imprisonment/Sessions,Mr. Justice Syed Mansoor Ali Shah,05-08-2020,25-06-2020,2020 SCMR 1185,2020 SCP 168,https://www.supremecourt.gov.pk/downloads_judgements/crl.p_1124_l_2015.pdf,Crl.P.L.A.1124-L_2015.pdf,Success,2025-10-05T14:27:11.151095
1515,C.P.L.A.1026-L/2019,"The Commissioner Inland Revenue, Faisalabad v. M/s. Mughal Board Industry, Faisalabad",Tax/Sales Tax Act,Mr. Justice Syed Mansoor Ali Shah,25-01-2022,02-11-2021,2022 SCMR 580,2022 SCP 25,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1026_l_2019.pdf,C.P.L.A.1026-L_2019.pdf,Success,2025-10-05T14:27:12.394923
1516,C.P.L.A.271/2021,"Muhammad Uneeb Ahmed v. Federation of Pakistan thr. its Secretary M/o Science and Technology, Islamabad & others",Educational Institutions Cases/Admission Matters,Mr. Justice Syed Mansoor Ali Shah,25-01-2022,18-10-2021,PLD 2022 SC 345,2022 SCP 24,https://www.supremecourt.gov.pk/downloads_judgements/c.p._271_2021.pdf,C.P.L.A.271_2021.pdf,Success,2025-10-05T14:27:13.351484
1517,C.P.L.A.4387/2021,"Syed Khursheed Ahmed Shah v. The State through Chairman, National Accountability Bureau, NAB Headquarters, Islamabad and others",NAB/Bail After Arrest,Mr. Justice Syed Mansoor Ali Shah,24-01-2022,21-10-2021,PLD 2022 SC 261,2022 SCP 23,https://www.supremecourt.gov.pk/downloads_judgements/c.p._4387_2021_24012022.pdf,C.P.L.A.4387_2021.pdf,Success,2025-10-05T14:27:14.060884
1518,Crl.A.3-Q/2021,Abdul Ghani v. The State through P.G. Balochistan and another,Life Imprisonment/Sessions,Mr. Justice Qazi Muhammad Amin Ahmed,24-01-2022,03-11-2021,2022 SCMR 544,2022 SCP 22,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._3_q_2021.pdf,Crl.A.3-Q_2021.pdf,Success,2025-10-05T14:27:14.776246
1519,C.A.1044/2015,Muhammad Irfan v. Mst. Gul Afroze Jan & others,Suit for Declaration/.,Mr. Justice Syed Mansoor Ali Shah,31-03-2018,12-03-2018,2018 SCMR 1199,2018 SCP 47,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1044_2015.pdf,C.A.1044_2015.pdf,Success,2025-10-05T14:27:15.636038
1520,C.A.1257/2013,Allah Ditta & others v. Member (Judicial) Board of Revenue Punjab & others,Writ Petition/Others,Mr. Justice Syed Mansoor Ali Shah,31-03-2018,13-03-2018,2018 SCMR 1177,2018 SCP 46,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1257_2013.pdf,C.A.1257_2013.pdf,Success,2025-10-05T14:27:16.789373
1521,C.P.L.A.570-P/2013,"Govt of Khyber Pakhtunkhwa through Secretary Environment, Fisheries Department & others v. Roohullah & others",Tax/Sales Tax Act,Mr. Justice Syed Mansoor Ali Shah,31-05-2018,08-05-2018,NA,2018 SCP 71,https://www.supremecourt.gov.pk/downloads_judgements/c.p._570_p_2013.pdf,C.P.L.A.570-P_2013.pdf,Success,2025-10-05T14:27:17.570567
1522,C.A.404/2014,Bilal Hussain Shah & another v. Dilawar Shah,Suit for Declaration/Others,Mr. Justice Syed Mansoor Ali Shah,31-12-2018,02-05-2018,PLD 2018 SC 698,2018 SCP 138,https://www.supremecourt.gov.pk/downloads_judgements/c.a._404_2014.pdf,C.A.404_2014.pdf,Success,2025-10-05T14:27:18.461124
1523,Crl.A.92-L/2017,"Muhammad Abid v. The State, etc",Death Sentence/Anti-Terrorism Act,Mr. Justice Syed Mansoor Ali Shah,31-12-2018,10-09-2018,PLD 2018 SC 813,2018 SCP 137,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._92_l_2017.pdf,Crl.A.92-L_2017.pdf,Success,2025-10-05T14:27:19.365126
1524,C.P.L.A.231-K/2020,Muhammad Anwar v. The Chairman (WAPDA) and others,Service/Allowances,Mr. Justice Muhammad Ali Mazhar,24-01-2022,19-01-2022,2022 SCMR 518,2022 SCP 21,https://www.supremecourt.gov.pk/downloads_judgements/c.p._231_k_2020.pdf,C.P.L.A.231-K_2020.pdf,Success,2025-10-05T14:27:20.110280
1525,C.P.L.A.407-K/2019,Province of Sindh and others v. Mir Shahzad Hussain Talpur,Service/Against Reinstatment into Service,Mr. Justice Qazi Faez Isa,24-01-2022,30-12-2021,2022 SCMR 439,2022 SCP 20,https://www.supremecourt.gov.pk/downloads_judgements/c.p._407_k_2019.pdf,C.P.L.A.407-K_2019.pdf,Success,2025-10-05T14:27:20.964088
1526,Crl.P.L.A.127-Q/2021,Salman Khan v. The State,Bail Before Arrest/Others,Mr. Justice Syed Mansoor Ali Shah,21-01-2022,13-01-2022,2022 SCMR 515,2022 SCP 19,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._127_q_2021.pdf,Crl.P.L.A.127-Q_2021.pdf,Success,2025-10-05T14:27:21.647588
1527,C.P.L.A.482-K/2020,Zeeshan Shaikh v. Federation of Pakistan & others,Service/Seniority,Mr. Justice Qazi Faez Isa,19-01-2022,10-01-2022,2022 SCMR 270,2022 SCP 18,https://www.supremecourt.gov.pk/downloads_judgements/c.p._482_k_2020.pdf,C.P.L.A.482-K_2020.pdf,Success,2025-10-05T14:27:22.443155
1528,C.A.73-K/2018,Syed Jameel Ahmed v. Muhammad Salam and others,Suit for Declaration/Permanent Injunction,Mr. Justice Qazi Faez Isa,19-01-2022,06-01-2022,2022 SCMR 282,2022 SCP 17,https://www.supremecourt.gov.pk/downloads_judgements/c.a._73_k_2018.pdf,C.A.73-K_2018.pdf,Success,2025-10-05T14:27:23.114138
1529,C.P.L.A.4-K/2021,Commissioner Inland Revenue v. Packages Limited,Tax/Income Tax,Mr. Justice Qazi Faez Isa,19-01-2022,13-01-2022,2022   SCMR  634,2022 SCP 16,https://www.supremecourt.gov.pk/downloads_judgements/c.p._4_k_2021.pdf,C.P.L.A.4-K_2021.pdf,Success,2025-10-05T14:27:23.803180
1530,Crl.P.L.A.1255/2021,"Muhammad Kashif Iqbal v. State through Prosecution General, Punjab Lahore and another",Bail Before Arrest,Mr. Justice Sayyed Mazahar Ali Akbar Naqvi,18-01-2022,12-01-2022,2022 SCMR 821,2022 SCP 15,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1255_2021.pdf,Crl.P.L.A.1255_2021.pdf,Success,2025-10-05T14:27:24.506235
1531,Crl.P.L.A.1088/2021,Muhammad Yousaf v. The State thr. P.G.Punjab and another,Bail After Arrest,Mr. Justice Qazi Muhammad Amin Ahmed,18-01-2022,07-12-2021,2022 SCMR 840,2022 SCP 14,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1088_2021.pdf,Crl.P.L.A.1088_2021.pdf,Success,2025-10-05T14:27:25.181348
1532,J.P.684/2016,Ashfaque @ Shaka v. The State,Life Imprisonment/Sessions,Mr. Justice Qazi Muhammad Amin Ahmed,15-01-2022,04-01-2022,2022 SCMR 915,2022 SCP 13,https://www.supremecourt.gov.pk/downloads_judgements/j.p._684_2016.pdf,J.P.684_2016.pdf,Success,2025-10-05T14:27:25.987068
1533,Crl.P.L.A.1316/2016,"Rooh Ullah and another v. The State thr. AG, Khyber Pakhtunkhwa and another",Life Imprisonment/Sessions,Mr. Justice Qazi Muhammad Amin Ahmed,15-01-2022,03-01-2022,2022 SCMR 888,2022 SCP 12,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1316_2016.pdf,Crl.P.L.A.1316_2016.pdf,Success,2025-10-05T14:27:26.881724
1534,C.P.L.A.3429/2021,"Khyber Medical University through Vice Chancellor, Peshawar and others v. Aimal Khan and another",Educational Institutions Cases/Examinations,Mr. Justice Syed Mansoor Ali Shah,14-01-2022,04-01-2022,PLD 2022 SC 92,2022 SCP 11,https://www.supremecourt.gov.pk/downloads_judgements/c.p._3429_2021.pdf,C.P.L.A.3429_2021.pdf,Success,2025-10-05T14:27:27.917032
1535,Report128-K/2021,Report on behalf of Shehri-Citizens v. Federation of Pakistan & others,Compliance report(s)/Others,Mr. Justice Gulzar Ahmed,13-01-2022,11-01-2022,2022 SCMR 253,2022 SCP 10,https://www.supremecourt.gov.pk/downloads_judgements/report_128_k_2021.pdf,Report128-K_2021.pdf,Success,2025-10-05T14:27:29.015644
1536,C.A.1002/2015,Abdul Rehman & others v. Mst. Allah Wasai & others,Suit for Declaration/Dispute about inheritance,Mr. Justice Yahya Afridi,12-01-2022,11-01-2022,2022 SCMR 399,2022 SCP 9,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1002_2015.pdf,C.A.1002_2015.pdf,Success,2025-10-05T14:27:29.920196
1537,C.A.908/2015,Muhammad Naeem Khan & another v. Muqadas Khan (decd) thr. LRs & others,Suit for Declaration/Others,Mr. Justice Muhammad Ali Mazhar,12-01-2022,26-11-2021,PLD 2022 SC 99,2022 SCP 8,https://www.supremecourt.gov.pk/downloads_judgements/c.a._908_2015.pdf,C.A.908_2015.pdf,Success,2025-10-05T14:27:30.876108
1538,Crl.P.L.A.1016-L/2021,"Nadeem Samson v. The State, etc",Bail After Arrest,Mr. Justice Syed Mansoor Ali Shah,12-01-2022,06-01-2022,PLD 2022 SC 112,2022 SCP 7,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1016_l_2021.pdf,Crl.P.L.A.1016-L_2021.pdf,Success,2025-10-05T14:27:31.608546
1539,C.A.1191/2014,Muhammad Farooq & others v. Javed Khan & others,Suit for Declaration/.,Mr. Justice Yahya Afridi,07-01-2022,06-01-2022,PLD 2022 SC 73,2022 SCP 6,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1191_2014.pdf,C.A.1191_2014.pdf,Success,2025-10-05T14:27:32.466780
1540,Crl.P.L.A.1319-L/2021,"Shahid Aslam v. The State, etc",Bail After Arrest,Mr. Justice Qazi Muhammad Amin Ahmed,06-01-2022,05-01-2022,2022   SCMR  737,2022 SCP 5,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1319_l_2021.pdf,Crl.P.L.A.1319-L_2021.pdf,Success,2025-10-05T14:27:33.421798
1541,C.P.L.A.78-Q/2016,Abdul Ghani & others v. Haji Abdul Fatah & another,Suit for Declaration/Possession,Mr. Justice Qazi Muhammad Amin Ahmed,06-01-2022,01-11-2021,2022   SCMR  743,2022 SCP 4,https://www.supremecourt.gov.pk/downloads_judgements/c.p._78_q_2016.pdf,C.P.L.A.78-Q_2016.pdf,Success,2025-10-05T14:27:34.211119
1542,Crl.P.L.A.146-K/2021,Ameer Maviya @ Maviya & others v. The State through Prosecutor General Sindh,Bail Before Arrest/Others,Mr. Justice Qazi Muhammad Amin Ahmed,04-01-2022,25-11-2021,NA,2022 SCP 3,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._146_k_2021.pdf,Crl.P.L.A.146-K_2021.pdf,Success,2025-10-05T14:27:35.074485
1543,Crl.P.L.A.143-K/2021,Ghulam Qadir v. The State,Bail Before Arrest/Others,Mr. Justice Qazi Muhammad Amin Ahmed,04-01-2022,25-11-2021,2022   SCMR  750,2022 SCP 2,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._143_k_2021.pdf,Crl.P.L.A.143-K_2021.pdf,Success,2025-10-05T14:27:35.733907
1544,C.A.653/2014,Zilla Muhammad etc v. Kifayat Ali (decd.) thr. LRs,Pre-emption Cases/.,Mr. Justice Qazi Muhammad Amin Ahmed,03-01-2022,30-12-2021,2022   SCMR  754,2022 SCP 1,https://www.supremecourt.gov.pk/downloads_judgements/c.a._653_2014.pdf,C.A.653_2014.pdf,Success,2025-10-05T14:27:36.630193
